name,network,island,address,lat,lon,geocode_source
St. Damien of Molokai Parish,Maui Food Bank,Maui County,"115 Ala Malama Ave., Kaunakakai",21.090774789153,-157.020497251781,census
St. Joseph Church,Maui Food Bank,Maui County,"1294 Makawao Ave., Makawao",20.856160188989,-156.308726471957,census
Sustainable Molokai,Maui Food Bank,Maui County,"200 Maunaloa Hwy., Maunaloa",21.130151864699,-157.209777085443,census
UH Maui College,Maui Food Bank,Maui County,"310 W Kaahumanu Ave, Kahului",20.888855866186,-156.486143030813,census
Upcountry Strong - Da Store,Maui Food Bank,Maui County,"1043 Makawao Avenue, #108",20.8517856,-156.3133314,nominatim
Waialua Congregational Church,Maui Food Bank,Maui County,10417 Kamehameha V Hwy.,21.0982590,-156.7572010,nominatim
Waipuna Chapel Outreach,Maui Food Bank,Maui County,"134 Hana Hwy, Paia, HI 96779",20.91637506717,-156.380795586969,census
Youth With A Mission,Maui Food Bank,Maui County,"375 W Kuiaha Rd, Haiku",20.918550522816,-156.307748782196,census
ʻĀina Momona - Keawanui Fishpond,Maui Food Bank,Maui County,"6650 Kamehameha V Hwy., Kaunakakai HI 96748",21.058055732486,-156.851548846149,census
Annunciation Catholic Church,The Food Basket,Hawaii Island,"65-1235 Kawaihae Rd, Waimea, Hawaii, 96743",20.02155598254015,-155.6706050297574,provider
Bible First Mission Church,The Food Basket,Hawaii Island,"82-5976 Mamalahoa Hwy, Captain Cook, Hawaii, 96704",19.48243201220521,-155.89977003443045,provider
Billy Kenoi District Park (Concession area),The Food Basket,Hawaii Island,"15-2910 Kauhale St, Pahoa, HI, 96778",19.495454011250033,-154.91527896137688,provider
Cooper Center Community Pantry,The Food Basket,Hawaii Island,"19-4030 Wright Rd, Volcano, Hawaii, 96785",19.433491346266415,-155.23019433909445,provider
Eden Roc Community Food Distribution,The Food Basket,Hawaii Island,"11-1805 Ahi St, Mountain View, HI, 96771",19.497325727316312,-155.10645343578656,provider
Fern Acres Community Center,The Food Basket,Hawaii Island,"11-3602 Lehua St, Mountain View, HI, 96771",19.5393692,-155.0938074,provider
First Assembly of God,The Food Basket,Hawaii Island,"28-1104 Mamalahoa Hwy, Pepe‘ekeo, Hawaii, 96783",19.832156972832397,-155.0977182357031,provider
Grace Baptist Church,The Food Basket,Hawaii Island,"2575 Kīlauea Avenue, Hilo, HI, 96720",19.678952018580844,-155.06656996676074,provider
H.P.P. Community Center,The Food Basket,Hawaii Island,"15-1570 Makuu  Dr., Keaau, Hawaii, 96749",19.57137341678483,-154.9561863574621,provider
Hawaiian Beaches Pantry,The Food Basket,Hawaii Island,"15-2727 Manini St, Pahoa, Hawaii, 96778",19.5493318,-154.9053506,provider
Hilo Korean Christian Church (Kurtistown),The Food Basket,Hawaii Island,"17-248 Volcano Rd, Kurtistown, HI, 96760",19.602792,-155.0569097,provider
Hilo United Methodist Church (Downtown Hilo),The Food Basket,Hawaii Island,"374 Waianuenue Ave, Hilo, HI, 96720",19.724136008752566,-155.09163403655012,provider
Honokaa  Hongwanji,The Food Basket,Hawaii Island,"45-516 Lehua St, Honokaa, Hawaii, 96727",20.07873401515127,-155.47006900211335,provider
Honokaa Hongwanji,The Food Basket,Hawaii Island,"45-516 Lehua St, Honokaa, Hawaii, 96727",20.07873401515127,-155.47006900211335,provider
Immaculate Conception Church (Located below Holualoa School),The Food Basket,Hawaii Island,"76-5960 Mamalahoa Hwy, Holualoa, Hawaii, 96725",19.61694399808391,-155.95011903715792,provider
Immaculate Heart of Mary,The Food Basket,Hawaii Island,"27-186 Kaapoko Homestead Rd, Papaikou, Hawaii",19.790708981356914,-155.09520397293159,provider
Ka‘u Food Pantry,The Food Basket,Hawaii Island,"92-8606 Paradise Mauka Cir, Ocean View, Hawaii, 96737",19.088194968154262,-155.7634013858001,provider
Kealakehe Intermediate School - Parking Lot,The Food Basket,Hawaii Island,"74-5062 Onipaa St, Kailua Kona, HI, 96740",19.669226999240564,-155.9839840214625,provider
Kokua Christian Ministries (South Kohala),The Food Basket,Hawaii Island,"65-1078 Mamalahoa Hwy, Waimea, Hawaii, 96743",20.02477199306003,-155.66230200029085,provider
Kona Gospel Chapel (Kealakekua – behind American Savings),The Food Basket,Hawaii Island,"81-1037 Nani Kūpuna Place, Kealakekua, Hawaii, 96750",19.51720798365642,-155.91827702518472,provider
Kurtistown Assembly of God,The Food Basket,Hawaii Island,"17-550 Volcano Rd., Keaau, Hawaii, 96749",19.581080025518602,-155.06176966041073,provider
Kurtistown Assembly of God,The Food Basket,Hawaii Island,"17-550 Volcano Rd, Keaau, Hawaii, 96749",19.581080025518602,-155.06176966041073,provider
Living Waters Church (Behind Kinoole  Senior Housing),The Food Basket,Hawaii Island,"89 Maikai St, Hilo, Hawaii, 96720",19.68982799895565,-155.07071397969068,provider
Malia Puka O Kalani Church,The Food Basket,Hawaii Island,"326 Desha Ave, Hilo, Hawaii, 96720",19.729633992411962,-155.04279201619457,provider
Malu Aina,The Food Basket,Hawaii Island,"Kurtistown, Hawaii, 96760",19.593530000000044,-155.05746499999998,provider
Marshallese New Pentecostal Church,The Food Basket,Hawaii Island,"74-5596 Pawai Pl., Kailua-Kona, HI, 96740",19.6432654,-155.9992037,provider
O Ka'u Kakou Pantry,The Food Basket,Hawaii Island,"96-1149 Kamani Street, Pahala, Hawaii, 96777",19.2011130038654,-155.47365201426373,provider
Ola’a First Hawaiian Community Church,The Food Basket,Hawaii Island,"Kurtistown Park, Keaau, Hawaii, 96749",19.603036804160947,-155.06517354244468,provider
Orchidland Neighbors at Sure Foundation Church,The Food Basket,Hawaii Island,"16-1592 Pohaku Cir, Keaau, HI, 96749",19.5654192,-154.9998724,provider
Pahoa Pantry @ New Hope Church,The Food Basket,Hawaii Island,"15-3083 Kapoho Rd, Pahoa, HI, 96778",19.49609049373896,-154.85168589128145,provider
Pahoa Sacred Hearts Parish Hall,The Food Basket,Hawaii Island,"15-3003 Pahoa Village Rd, Pahoa, Hawaii, 96778",19.493509996446548,-154.94232099267762,provider
Sacred Heart Catholic Church (North Kohala/Hāwī),The Food Basket,Hawaii Island,"55-3374 Akoni Pule Hwy, Hawi, Hawaii, 96719",20.238325646455614,-155.8345422094811,provider
Sacred Hearts - Loaves and Fishes,The Food Basket,Hawaii Island,"95-558 Mamalahoa Hwy., Naalehu, Hawaii, 96772",19.065304002289338,-155.57640802840535,provider
Salvation Army - Honokaa,The Food Basket,Hawaii Island,"45-511 Rickard Pl, Honokaa, Hawaii, 96727",20.07773527619594,-155.46497015076991,provider
Salvation Army Kailua-Kona (Top of Hamburger Hill),The Food Basket,Hawaii Island,"75-223 Kalani St, Kailua-Kona, Hawaii, 96740",19.64243801759669,-155.98713896981772,provider
Salvation Army Lanai (Downtown Hilo),The Food Basket,Hawaii Island,"219 Ponahawai St, Hilo, Hawaii, 96720",19.720771009903757,-155.08571197049957,provider
Salvation Army Lanai (Downtown Hilo),The Food Basket,Hawaii Island,"219 Ponahawai St, Hilo, Hawaii, 96720",19.720771009903757,-155.08571197049957,provider
Seventh-Day Adventist Church,The Food Basket,Hawaii Island,"162 Kapiolani St, Hilo, Hawaii, 96720",19.720024332163433,-155.0887924082949,provider
St Augustine’s Church (Kapaau),The Food Basket,Hawaii Island,"54-3801 Akoni Pule Hwy, Kapaau, Hawaii, 96755",20.231000630176503,-155.80275257002012,provider
St Augustine’s Church (Kapaau),The Food Basket,Hawaii Island,"54-3801 Akoni Pule Hwy, Kapaau, HI, 96755",20.231706136945505,-155.80457106037278,provider
St James Episcopal Church (South Kohala),The Food Basket,Hawaii Island,"65-1237 Kawaihae Rd, Waimea, Hawaii, 96743",20.02150900197286,-155.67146400719483,provider
St. Benedict Church Honaunau,The Food Basket,Hawaii Island,"84-5140 Painted Church Rd, Captain Cook, Hawaii, 96704",19.434925983396795,-155.887895978935,provider
St. Theresa Parish,The Food Basket,Hawaii Island,"18-1355 Volcano Hwy., Mountain View, Hawaii, 96771",19.54925905868454,-155.10860735428662,provider
The Food Basket - Hilo Warehouse,The Food Basket,Hawaii Island,"40 Holomua St, Hilo, HI, 96720",19.7045536,-155.0691042,provider
The Friendly Place (Old Industrial area),The Food Basket,Hawaii Island,"55-5955 Pawai Pl, Kailua-Kona, Hawaii, 96740",19.64366167165104,-155.99957542757042,provider
Volcano Cooper Center,The Food Basket,Hawaii Island,"19-4030 Wright Rd., Mountain View, Hawaii, 96771",19.550050642327076,-155.1063405280577,provider
